,client_type,service_tier,reserved_gpu_type
8239,managed_account,standard,GPU_T1
8240,internal_research,standard,GPU_T7
8241,internal_research,priority,GPU_T5
8242,enterprise_client,standard,GPU_T1
8243,cloud_marketplace,standard,GPU_T1
8244,cloud_marketplace,standard,GPU_T1
8245,research_consortium,priority,GPU_T1
8246,research_consortium,standard,GPU_T1
8247,cloud_marketplace,standard,GPU_T1
8248,internal_research,standard,GPU_T5
8249,research_consortium,priority,GPU_T1
8250,managed_account,standard,GPU_T4
8251,research_consortium,standard,GPU_T1
8252,cloud_marketplace,standard,GPU_T1
8253,research_consortium,priority,GPU_T1
8254,research_consortium,standard,GPU_T1
8255,managed_account,standard,GPU_T1
8256,research_consortium,standard,GPU_T1
8257,managed_account,priority,GPU_T1
8258,managed_account,priority,GPU_T1
8259,managed_account,priority,GPU_T1
8260,managed_account,priority,GPU_T1
8261,managed_account,priority,GPU_T1
8262,cloud_marketplace,on_demand,GPU_T1
8263,managed_account,priority,GPU_T1
8264,managed_account,priority,GPU_T1
8265,cloud_marketplace,standard,GPU_T1
8266,managed_account,priority,GPU_T1
8267,managed_account,standard,GPU_T1
8268,managed_account,priority,GPU_T1
8269,managed_account,priority,GPU_T1
8270,cloud_marketplace,standard,GPU_T1
8271,research_consortium,standard,GPU_T1
8272,managed_account,priority,GPU_T1
8273,managed_account,priority,GPU_T1
8274,cloud_marketplace,standard,GPU_T4
8275,managed_account,priority,GPU_T1
8276,managed_account,priority,GPU_T5
8277,managed_account,standard,GPU_T1
8278,research_consortium,standard,GPU_T1
8279,cloud_marketplace,standard,GPU_T1
8280,managed_account,standard,GPU_T1
8281,cloud_marketplace,standard,GPU_T4
8282,internal_research,standard,GPU_T4
8283,enterprise_client,standard,GPU_T1
8284,cloud_marketplace,priority,GPU_T4
8285,cloud_marketplace,standard,GPU_T1
8286,enterprise_client,standard,GPU_T1
8287,managed_account,standard,GPU_T4
8288,managed_account,unknown,GPU_T1
8289,managed_account,priority,GPU_T1
8290,research_consortium,standard,GPU_T1
8291,internal_research,on_demand,GPU_T1
8292,research_consortium,standard,GPU_T1
8293,cloud_marketplace,standard,GPU_T1
8294,research_consortium,standard,GPU_T1
8295,cloud_marketplace,standard,GPU_T1
8296,research_consortium,standard,GPU_T1
8297,internal_research,standard,GPU_T4
8298,managed_account,standard,GPU_T4
8299,research_consortium,standard,GPU_T1
8300,cloud_marketplace,standard,GPU_T4
8301,research_consortium,standard,GPU_T1
8302,cloud_marketplace,standard,GPU_T4
8303,cloud_marketplace,standard,GPU_T1
8304,research_consortium,standard,GPU_T1
8305,cloud_marketplace,standard,GPU_T4
8306,research_consortium,standard,GPU_T1
8307,internal_research,standard,GPU_T1
8308,cloud_marketplace,standard,GPU_T1
8309,research_consortium,standard,GPU_T1
8310,cloud_marketplace,standard,GPU_T1
8311,cloud_marketplace,on_demand,GPU_T1
8312,internal_research,standard,GPU_T5
8313,cloud_marketplace,standard,GPU_T1
8314,managed_account,standard,GPU_T1
8315,cloud_marketplace,standard,GPU_T1
8316,cloud_marketplace,standard,GPU_T1
8317,internal_research,standard,GPU_T4
8318,research_consortium,standard,GPU_T1
8319,cloud_marketplace,on_demand,GPU_T1
8320,research_consortium,standard,GPU_T1
8321,cloud_marketplace,standard,GPU_T4
8322,high_priority_partner,standard,GPU_T4
8323,internal_research,standard,GPU_T1
8324,cloud_marketplace,priority,GPU_T4
8325,cloud_marketplace,standard,GPU_T1
8326,research_consortium,standard,GPU_T1
8327,cloud_marketplace,standard,GPU_T1
8328,cloud_marketplace,on_demand,GPU_T1
8329,cloud_marketplace,standard,GPU_T4
8330,cloud_marketplace,standard,GPU_T1
8331,managed_account,standard,GPU_T1
8332,enterprise_client,standard,GPU_T1
8333,enterprise_client,standard,GPU_T1
8334,cloud_marketplace,standard,GPU_T1
8335,cloud_marketplace,standard,GPU_T1
8336,research_consortium,standard,GPU_T1
8337,cloud_marketplace,standard,GPU_T4
8338,cloud_marketplace,standard,GPU_T5
8339,cloud_marketplace,standard,GPU_T1
8340,cloud_marketplace,standard,GPU_T5
8341,cloud_marketplace,on_demand,GPU_T1
8342,managed_account,standard,GPU_T1
8343,enterprise_client,standard,GPU_T1
8344,internal_research,standard,GPU_T1
8345,managed_account,standard,GPU_T1
8346,internal_research,standard,GPU_T1
8347,research_consortium,standard,GPU_T1
8348,research_consortium,standard,GPU_T1
8349,cloud_marketplace,standard,GPU_T4
8350,cloud_marketplace,standard,GPU_T1
8351,internal_research,standard,GPU_T1
8352,high_priority_partner,standard,GPU_T4
8353,research_consortium,standard,GPU_T1
8354,cloud_marketplace,standard,GPU_T4
8355,research_consortium,standard,GPU_T1
8356,research_consortium,standard,GPU_T1
8357,research_consortium,standard,GPU_T1
8358,research_consortium,standard,GPU_T1
8359,research_consortium,standard,GPU_T1
8360,research_consortium,standard,GPU_T1
8361,cloud_marketplace,standard,GPU_T7
8362,cloud_marketplace,standard,GPU_T6
8363,cloud_marketplace,standard,GPU_T4
8364,internal_research,standard,GPU_T4
8365,research_consortium,standard,GPU_T1
8366,cloud_marketplace,standard,GPU_T1
8367,cloud_marketplace,on_demand,GPU_T1
8368,internal_research,standard,GPU_T1
8369,research_consortium,standard,GPU_T1
8370,cloud_marketplace,standard,GPU_T5
8371,cloud_marketplace,priority,GPU_T1
8372,research_consortium,standard,GPU_T1
8373,cloud_marketplace,standard,GPU_T4
8374,cloud_marketplace,standard,GPU_T1
8375,cloud_marketplace,standard,GPU_T4
8376,research_consortium,standard,GPU_T1
8377,managed_account,standard,GPU_T1
8378,internal_research,standard,GPU_T1
8379,cloud_marketplace,standard,GPU_T4
8380,cloud_marketplace,standard,GPU_T4
8381,cloud_marketplace,standard,GPU_T1
8382,cloud_marketplace,on_demand,GPU_T1
8383,managed_account,standard,GPU_T1
8384,internal_research,standard,GPU_T1
8385,cloud_marketplace,standard,GPU_T4
8386,cloud_marketplace,standard,GPU_T4
8387,managed_account,standard,GPU_T1
8388,cloud_marketplace,on_demand,GPU_T1
8389,cloud_marketplace,standard,GPU_T1
8390,cloud_marketplace,standard,GPU_T1
8391,managed_account,standard,GPU_T1
8392,managed_account,standard,GPU_T1
8393,internal_research,standard,GPU_T1
8394,cloud_marketplace,standard,GPU_T1
8395,cloud_marketplace,standard,GPU_T1
8396,cloud_marketplace,priority,GPU_T1
8397,cloud_marketplace,standard,GPU_T1
8398,internal_research,standard,GPU_T1
8399,cloud_marketplace,standard,GPU_T4
8400,cloud_marketplace,standard,GPU_T5
8401,cloud_marketplace,standard,GPU_T1
8402,internal_research,standard,GPU_T1
8403,cloud_marketplace,standard,GPU_T5
8404,internal_research,standard,GPU_T6
8405,managed_account,standard,GPU_T1
8406,managed_account,standard,GPU_T1
8407,cloud_marketplace,standard,GPU_T4
8408,research_consortium,standard,GPU_T1
8409,research_consortium,standard,GPU_T1
8410,managed_account,standard,GPU_T4
8411,managed_account,standard,GPU_T4
8412,managed_account,standard,GPU_T1
8413,research_consortium,standard,GPU_T1
8414,cloud_marketplace,standard,GPU_T1
8415,cloud_marketplace,standard,GPU_T1
8416,research_consortium,standard,GPU_T1
8417,research_consortium,standard,GPU_T1
8418,research_consortium,standard,GPU_T1
8419,enterprise_client,standard,GPU_T1
8420,managed_account,standard,GPU_T1
8421,cloud_marketplace,on_demand,GPU_T1
8422,cloud_marketplace,standard,GPU_T1
8423,cloud_marketplace,standard,GPU_T5
8424,cloud_marketplace,standard,GPU_T1
8425,managed_account,priority,GPU_T4
8426,cloud_marketplace,on_demand,GPU_T1
8427,research_consortium,standard,GPU_T1
8428,cloud_marketplace,standard,GPU_T1
8429,cloud_marketplace,on_demand,GPU_T1
8430,managed_account,standard,GPU_T1
8431,managed_account,standard,GPU_T1
8432,cloud_marketplace,priority,GPU_T4
8433,managed_account,standard,GPU_T1
8434,managed_account,standard,GPU_T1
8435,cloud_marketplace,standard,GPU_T1
8436,managed_account,standard,GPU_T1
8437,managed_account,standard,GPU_T1
8438,cloud_marketplace,standard,GPU_T1
8439,internal_research,standard,GPU_T5
8440,managed_account,standard,GPU_T1
8441,cloud_marketplace,standard,GPU_T4
8442,cloud_marketplace,standard,GPU_T1
8443,enterprise_client,standard,GPU_T1
8444,cloud_marketplace,on_demand,GPU_T1
8445,cloud_marketplace,standard,GPU_T6
8446,cloud_marketplace,on_demand,GPU_T1
8447,managed_account,priority,GPU_T5
8448,enterprise_client,standard,GPU_T5
8449,managed_account,priority,GPU_T1
8450,cloud_marketplace,standard,GPU_T1
8451,managed_account,standard,GPU_T1
8452,enterprise_client,standard,GPU_T1
8453,managed_account,standard,GPU_T1
8454,cloud_marketplace,standard,GPU_T6
8455,cloud_marketplace,standard,GPU_T4
8456,cloud_marketplace,standard,GPU_T1
8457,cloud_marketplace,on_demand,GPU_T1
8458,internal_research,standard,GPU_T1
8459,cloud_marketplace,on_demand,GPU_T1
8460,managed_account,standard,GPU_T1
8461,internal_research,standard,GPU_T1
8462,cloud_marketplace,standard,GPU_T1
8463,cloud_marketplace,standard,GPU_T4
8464,internal_research,standard,GPU_T1
8465,sponsored_project,standard,GPU_T6
8466,cloud_marketplace,standard,GPU_T1
8467,managed_account,standard,GPU_T1
8468,enterprise_client,standard,GPU_T1
8469,research_consortium,standard,GPU_T1
8470,managed_account,standard,GPU_T1
8471,cloud_marketplace,standard,GPU_T1
8472,managed_account,unknown,GPU_T1
8473,cloud_marketplace,standard,GPU_T1
8474,research_consortium,standard,GPU_T1
8475,enterprise_client,standard,GPU_T1
8476,cloud_marketplace,standard,GPU_T5
8477,enterprise_client,standard,GPU_T1
8478,research_consortium,standard,GPU_T1
8479,cloud_marketplace,standard,GPU_T1
8480,managed_account,standard,GPU_T1
8481,managed_account,standard,GPU_T1
8482,cloud_marketplace,standard,GPU_T1
8483,research_consortium,standard,GPU_T1
8484,managed_account,standard,GPU_T1
8485,managed_account,standard,GPU_T1
8486,cloud_marketplace,standard,GPU_T1
8487,managed_account,standard,GPU_T1
8488,enterprise_client,standard,GPU_T1
8489,enterprise_client,standard,GPU_T1
8490,cloud_marketplace,standard,GPU_T1
8491,enterprise_client,standard,GPU_T1
8492,cloud_marketplace,standard,GPU_T1
8493,managed_account,standard,GPU_T4
8494,cloud_marketplace,standard,GPU_T1
8495,cloud_marketplace,standard,GPU_T4
8496,managed_account,standard,GPU_T1
8497,internal_research,standard,GPU_T4
8498,cloud_marketplace,standard,GPU_T1
8499,enterprise_client,standard,GPU_T1
8500,enterprise_client,standard,GPU_T1
8501,enterprise_client,standard,GPU_T1
8502,cloud_marketplace,on_demand,GPU_T1
8503,cloud_marketplace,standard,GPU_T1
8504,internal_research,standard,GPU_T1
8505,managed_account,standard,GPU_T4
8506,research_consortium,standard,GPU_T1
8507,managed_account,standard,GPU_T1
8508,managed_account,standard,GPU_T1
8509,research_consortium,standard,GPU_T1
8510,cloud_marketplace,standard,GPU_T1
8511,internal_research,standard,GPU_T4
8512,research_consortium,standard,GPU_T1
8513,internal_research,standard,GPU_T1
8514,research_consortium,standard,GPU_T1
8515,research_consortium,standard,GPU_T1
8516,research_consortium,standard,GPU_T1
8517,internal_research,standard,GPU_T1
8518,cloud_marketplace,standard,GPU_T4
8519,managed_account,standard,GPU_T1
8520,managed_account,standard,GPU_T4
8521,research_consortium,standard,GPU_T1
8522,cloud_marketplace,standard,GPU_T1
8523,cloud_marketplace,standard,GPU_T5
8524,managed_account,standard,GPU_T1
8525,cloud_marketplace,on_demand,GPU_T1
8526,internal_research,standard,GPU_T4
8527,cloud_marketplace,standard,GPU_T7
8528,cloud_marketplace,priority,GPU_T5
8529,cloud_marketplace,on_demand,GPU_T1
8530,internal_research,priority,GPU_T1
8531,cloud_marketplace,standard,GPU_T1
8532,managed_account,standard,GPU_T4
8533,managed_account,standard,GPU_T1
8534,managed_account,standard,GPU_T1
8535,managed_account,standard,GPU_T1
8536,enterprise_client,standard,GPU_T1
8537,enterprise_client,standard,GPU_T1
8538,internal_research,standard,GPU_T4
8539,cloud_marketplace,standard,GPU_T4
8540,research_consortium,standard,GPU_T1
8541,managed_account,standard,GPU_T5
8542,cloud_marketplace,standard,GPU_T1
8543,cloud_marketplace,on_demand,GPU_T1
8544,cloud_marketplace,standard,GPU_T1
8545,cloud_marketplace,standard,GPU_T1
8546,managed_account,priority,GPU_T1
8547,internal_research,standard,GPU_T1
8548,cloud_marketplace,standard,GPU_T1
8549,cloud_marketplace,standard,GPU_T2
8550,cloud_marketplace,standard,GPU_T1
8551,cloud_marketplace,standard,GPU_T1
8552,cloud_marketplace,standard,GPU_T1
8553,managed_account,priority,GPU_T1
8554,cloud_marketplace,standard,GPU_T1
8555,cloud_marketplace,standard,GPU_T1
8556,cloud_marketplace,standard,GPU_T1
8557,cloud_marketplace,standard,GPU_T1
8558,internal_research,priority,GPU_T4
8559,cloud_marketplace,standard,GPU_T1
8560,cloud_marketplace,priority,GPU_T4
8561,internal_research,standard,GPU_T3
8562,managed_account,standard,GPU_T1
8563,cloud_marketplace,priority,GPU_T1
8564,cloud_marketplace,standard,GPU_T1
8565,managed_account,standard,GPU_T1
8566,cloud_marketplace,standard,GPU_T4
8567,internal_research,standard,GPU_T5
8568,cloud_marketplace,standard,GPU_T1
8569,cloud_marketplace,standard,GPU_T1
8570,cloud_marketplace,standard,GPU_T1
8571,cloud_marketplace,standard,GPU_T4
8572,managed_account,priority,GPU_T1
8573,cloud_marketplace,standard,GPU_T1
8574,cloud_marketplace,standard,GPU_T1
8575,cloud_marketplace,standard,GPU_T1
8576,cloud_marketplace,standard,GPU_T1
8577,cloud_marketplace,on_demand,GPU_T1
8578,managed_account,standard,GPU_T1
8579,cloud_marketplace,standard,GPU_T1
8580,cloud_marketplace,standard,GPU_T5
8581,cloud_marketplace,standard,GPU_T5
8582,cloud_marketplace,standard,GPU_T1
8583,cloud_marketplace,standard,GPU_T1
8584,cloud_marketplace,standard,GPU_T1
8585,cloud_marketplace,standard,GPU_T1
8586,cloud_marketplace,standard,GPU_T4
8587,research_consortium,standard,GPU_T1
8588,research_consortium,standard,GPU_T1
8589,research_consortium,standard,GPU_T1
8590,research_consortium,standard,GPU_T1
8591,cloud_marketplace,standard,GPU_T1
8592,research_consortium,standard,GPU_T1
8593,managed_account,standard,GPU_T1
8594,research_consortium,standard,GPU_T1
8595,research_consortium,standard,GPU_T1
8596,research_consortium,standard,GPU_T1
8597,research_consortium,standard,GPU_T1
8598,research_consortium,standard,GPU_T1
8599,cloud_marketplace,standard,GPU_T4
8600,research_consortium,standard,GPU_T1
8601,managed_account,unknown,GPU_T1
8602,research_consortium,standard,GPU_T1
8603,research_consortium,standard,GPU_T1
8604,cloud_marketplace,priority,GPU_T1
8605,research_consortium,standard,GPU_T1
8606,research_consortium,standard,GPU_T1
8607,cloud_marketplace,standard,GPU_T1
8608,managed_account,on_demand,GPU_T1
8609,research_consortium,standard,GPU_T1
8610,cloud_marketplace,standard,GPU_T1
8611,research_consortium,standard,GPU_T1
8612,research_consortium,standard,GPU_T1
8613,cloud_marketplace,standard,GPU_T1
8614,internal_research,standard,GPU_T1
8615,managed_account,on_demand,GPU_T1
8616,research_consortium,standard,GPU_T1
8617,research_consortium,standard,GPU_T1
8618,cloud_marketplace,standard,GPU_T1
8619,cloud_marketplace,on_demand,GPU_T5
8620,research_consortium,standard,GPU_T1
8621,cloud_marketplace,standard,GPU_T1
8622,cloud_marketplace,standard,GPU_T1
8623,research_consortium,standard,GPU_T1
8624,internal_research,standard,GPU_T1
8625,cloud_marketplace,standard,GPU_T4
8626,cloud_marketplace,standard,GPU_T1
8627,cloud_marketplace,on_demand,GPU_T1
8628,cloud_marketplace,standard,GPU_T1
8629,cloud_marketplace,standard,GPU_T1
8630,cloud_marketplace,standard,GPU_T1
8631,cloud_marketplace,standard,GPU_T1
8632,cloud_marketplace,standard,GPU_T1
8633,research_consortium,standard,GPU_T1
8634,enterprise_client,standard,GPU_T1
8635,internal_research,standard,GPU_T4
8636,cloud_marketplace,standard,GPU_T1
8637,cloud_marketplace,on_demand,GPU_T1
8638,cloud_marketplace,priority,GPU_T1
8639,cloud_marketplace,on_demand,GPU_T1
8640,managed_account,standard,GPU_T5
8641,cloud_marketplace,standard,GPU_T1
8642,managed_account,standard,GPU_T5
8643,research_consortium,standard,GPU_T1
8644,managed_account,standard,GPU_T1
8645,managed_account,standard,GPU_T1
8646,managed_account,standard,GPU_T1
8647,sponsored_project,standard,GPU_T1
8648,internal_research,standard,GPU_T1
8649,research_consortium,standard,GPU_T1
8650,cloud_marketplace,standard,GPU_T1
8651,cloud_marketplace,on_demand,GPU_T1
8652,enterprise_client,standard,GPU_T1
8653,cloud_marketplace,standard,GPU_T1
8654,cloud_marketplace,priority,GPU_T4
8655,cloud_marketplace,on_demand,GPU_T1
8656,cloud_marketplace,standard,GPU_T1
8657,research_consortium,standard,GPU_T1
8658,internal_research,standard,GPU_T1
8659,cloud_marketplace,standard,GPU_T1
8660,cloud_marketplace,standard,GPU_T1
8661,research_consortium,standard,GPU_T1
8662,managed_account,unknown,GPU_T1
8663,cloud_marketplace,standard,GPU_T1
8664,internal_research,standard,GPU_T1
8665,cloud_marketplace,standard,GPU_T7
8666,research_consortium,standard,GPU_T1
8667,enterprise_client,standard,GPU_T1
8668,cloud_marketplace,on_demand,GPU_T1
8669,enterprise_client,standard,GPU_T1
8670,managed_account,standard,GPU_T1
8671,cloud_marketplace,on_demand,GPU_T1
8672,cloud_marketplace,standard,GPU_T6
8673,cloud_marketplace,standard,GPU_T1
8674,internal_research,priority,GPU_T1
8675,managed_account,standard,GPU_T1
8676,research_consortium,standard,GPU_T1
8677,cloud_marketplace,standard,GPU_T4
8678,cloud_marketplace,standard,GPU_T4
8679,cloud_marketplace,on_demand,GPU_T1
8680,cloud_marketplace,priority,GPU_T1
8681,research_consortium,standard,GPU_T1
8682,internal_research,standard,GPU_T7
8683,cloud_marketplace,standard,GPU_T1
8684,cloud_marketplace,standard,GPU_T8
8685,managed_account,standard,GPU_T1
8686,managed_account,standard,GPU_T1
8687,cloud_marketplace,standard,GPU_T1
8688,research_consortium,standard,GPU_T1
8689,cloud_marketplace,on_demand,GPU_T1
8690,managed_account,standard,GPU_T4
8691,managed_account,standard,GPU_T1
8692,research_consortium,standard,GPU_T1
8693,managed_account,standard,GPU_T1
8694,cloud_marketplace,standard,GPU_T1
8695,managed_account,standard,GPU_T4
8696,enterprise_client,standard,GPU_T1
8697,cloud_marketplace,on_demand,GPU_T1
8698,cloud_marketplace,standard,GPU_T4
8699,cloud_marketplace,on_demand,GPU_T1
8700,cloud_marketplace,standard,GPU_T1
8701,enterprise_client,standard,GPU_T1
8702,internal_research,standard,GPU_T1
8703,cloud_marketplace,on_demand,GPU_T1
8704,managed_account,standard,GPU_T1
8705,managed_account,standard,GPU_T1
8706,cloud_marketplace,standard,GPU_T1
8707,cloud_marketplace,standard,GPU_T7
8708,cloud_marketplace,standard,GPU_T1
8709,enterprise_client,standard,GPU_T1
8710,cloud_marketplace,standard,GPU_T1
8711,cloud_marketplace,standard,GPU_T1
8712,managed_account,standard,GPU_T1
8713,internal_research,standard,GPU_T6
8714,cloud_marketplace,standard,GPU_T4
8715,enterprise_client,standard,GPU_T1
8716,enterprise_client,standard,GPU_T1
8717,cloud_marketplace,standard,GPU_T1
8718,managed_account,standard,GPU_T4
8719,managed_account,priority,GPU_T1
8720,cloud_marketplace,standard,GPU_T1
8721,enterprise_client,standard,GPU_T1
8722,high_priority_partner,standard,GPU_T1
8723,enterprise_client,standard,GPU_T1
8724,cloud_marketplace,standard,GPU_T4
8725,cloud_marketplace,standard,GPU_T1
8726,managed_account,standard,GPU_T1
8727,internal_research,standard,GPU_T1
8728,managed_account,standard,GPU_T1
8729,cloud_marketplace,standard,GPU_T1
8730,cloud_marketplace,standard,GPU_T1
8731,cloud_marketplace,standard,GPU_T1
8732,cloud_marketplace,standard,GPU_T1
8733,managed_account,priority,GPU_T5
8734,cloud_marketplace,standard,GPU_T1
8735,cloud_marketplace,standard,GPU_T1
8736,cloud_marketplace,standard,GPU_T1
8737,cloud_marketplace,on_demand,GPU_T1
8738,cloud_marketplace,standard,GPU_T1
8739,cloud_marketplace,standard,GPU_T1
8740,cloud_marketplace,standard,GPU_T1
8741,cloud_marketplace,standard,GPU_T5
8742,cloud_marketplace,standard,GPU_T1
8743,cloud_marketplace,standard,GPU_T4
8744,cloud_marketplace,standard,GPU_T1
8745,internal_research,standard,GPU_T1
8746,cloud_marketplace,standard,GPU_T1
8747,cloud_marketplace,standard,GPU_T1
8748,cloud_marketplace,standard,GPU_T1
8749,enterprise_client,standard,GPU_T1
8750,cloud_marketplace,standard,GPU_T4
8751,cloud_marketplace,on_demand,GPU_T1
8752,managed_account,priority,GPU_T5
8753,internal_research,standard,GPU_T1
8754,cloud_marketplace,on_demand,GPU_T1
8755,enterprise_client,standard,GPU_T1
8756,internal_research,standard,GPU_T1
8757,cloud_marketplace,standard,GPU_T1
8758,cloud_marketplace,standard,GPU_T1
8759,internal_research,standard,GPU_T1
8760,internal_research,standard,GPU_T1
8761,cloud_marketplace,standard,GPU_T1
8762,enterprise_client,standard,GPU_T1
8763,cloud_marketplace,on_demand,GPU_T5
8764,cloud_marketplace,standard,GPU_T1
8765,enterprise_client,standard,GPU_T1
8766,cloud_marketplace,standard,GPU_T1
8767,managed_account,standard,GPU_T1
8768,managed_account,standard,GPU_T1
8769,cloud_marketplace,standard,GPU_T1
8770,cloud_marketplace,standard,GPU_T1
8771,cloud_marketplace,standard,GPU_T5
8772,internal_research,standard,GPU_T1
8773,sponsored_project,standard,GPU_T6
8774,cloud_marketplace,standard,GPU_T1
8775,enterprise_client,priority,GPU_T1
8776,cloud_marketplace,standard,GPU_T4
8777,cloud_marketplace,on_demand,GPU_T1
8778,cloud_marketplace,standard,GPU_T1
8779,managed_account,standard,GPU_T1
8780,enterprise_client,standard,GPU_T1
8781,managed_account,standard,GPU_T5
8782,cloud_marketplace,priority,GPU_T4
8783,managed_account,standard,GPU_T1
8784,cloud_marketplace,standard,GPU_T1
8785,enterprise_client,standard,GPU_T1
8786,internal_research,standard,GPU_T1
8787,managed_account,standard,GPU_T1
8788,enterprise_client,standard,GPU_T1
8789,cloud_marketplace,standard,GPU_T1
8790,cloud_marketplace,on_demand,GPU_T1
8791,cloud_marketplace,on_demand,GPU_T1
8792,cloud_marketplace,priority,GPU_T5
8793,managed_account,standard,GPU_T1
8794,cloud_marketplace,standard,GPU_T1
8795,enterprise_client,standard,GPU_T1
8796,cloud_marketplace,standard,GPU_T1
8797,cloud_marketplace,standard,GPU_T1
8798,managed_account,unknown,GPU_T1
8799,managed_account,unknown,GPU_T1
8800,managed_account,standard,GPU_T4
8801,cloud_marketplace,standard,GPU_T4
8802,research_consortium,priority,GPU_T1
8803,cloud_marketplace,on_demand,GPU_T1
8804,research_consortium,standard,GPU_T1
8805,research_consortium,standard,GPU_T1
8806,cloud_marketplace,standard,GPU_T1
8807,cloud_marketplace,standard,GPU_T1
8808,cloud_marketplace,standard,GPU_T4
8809,managed_account,standard,GPU_T1
8810,managed_account,standard,GPU_T1
8811,research_consortium,standard,GPU_T1
8812,enterprise_client,standard,GPU_T1
8813,internal_research,standard,GPU_T1
8814,cloud_marketplace,standard,GPU_T6
8815,managed_account,unknown,GPU_T1
8816,managed_account,unknown,GPU_T1
8817,research_consortium,standard,GPU_T1
8818,internal_research,priority,GPU_T1
8819,managed_account,unknown,GPU_T1
8820,managed_account,enterprise,GPU_T1
8821,cloud_marketplace,standard,GPU_T1
8822,internal_research,standard,GPU_T1
8823,research_consortium,standard,GPU_T1
8824,cloud_marketplace,priority,GPU_T1
8825,cloud_marketplace,standard,GPU_T6
8826,research_consortium,standard,GPU_T1
8827,research_consortium,priority,GPU_T1
8828,research_consortium,priority,GPU_T1
8829,managed_account,standard,GPU_T1
8830,managed_account,standard,GPU_T1
8831,internal_research,standard,GPU_T4
8832,managed_account,priority,GPU_T1
8833,cloud_marketplace,standard,GPU_T1
8834,enterprise_client,standard,GPU_T1
8835,cloud_marketplace,standard,GPU_T1
8836,cloud_marketplace,standard,GPU_T1
8837,cloud_marketplace,standard,GPU_T1
8838,managed_account,standard,GPU_T1
8839,enterprise_client,standard,GPU_T1
8840,internal_research,priority,GPU_T6
8841,internal_research,standard,GPU_T1
8842,managed_account,standard,GPU_T1
8843,cloud_marketplace,standard,GPU_T1
8844,internal_research,standard,GPU_T1
8845,cloud_marketplace,on_demand,GPU_T1
8846,cloud_marketplace,on_demand,GPU_T1
8847,cloud_marketplace,on_demand,GPU_T1
8848,cloud_marketplace,on_demand,GPU_T1
8849,managed_account,standard,GPU_T1
8850,cloud_marketplace,standard,GPU_T1
8851,research_consortium,priority,GPU_T1
8852,research_consortium,enterprise,GPU_T1
8853,managed_account,standard,GPU_T1
8854,managed_account,standard,GPU_T1
8855,managed_account,standard,GPU_T1
8856,managed_account,standard,GPU_T1
8857,research_consortium,enterprise,GPU_T1
8858,cloud_marketplace,standard,GPU_T1
8859,cloud_marketplace,standard,GPU_T4
8860,enterprise_client,standard,GPU_T1
8861,enterprise_client,standard,GPU_T1
8862,enterprise_client,standard,GPU_T1
8863,cloud_marketplace,standard,GPU_T1
8864,enterprise_client,standard,GPU_T1
8865,managed_account,standard,GPU_T4
8866,managed_account,standard,GPU_T1
8867,cloud_marketplace,standard,GPU_T1
8868,enterprise_client,standard,GPU_T1
8869,internal_research,standard,GPU_T1
8870,managed_account,standard,GPU_T1
8871,cloud_marketplace,standard,GPU_T1
8872,cloud_marketplace,standard,GPU_T1
8873,cloud_marketplace,on_demand,GPU_T1
8874,cloud_marketplace,priority,GPU_T1
8875,research_consortium,standard,GPU_T1
8876,research_consortium,standard,GPU_T1
8877,research_consortium,standard,GPU_T1
8878,cloud_marketplace,standard,GPU_T4
8879,cloud_marketplace,standard,GPU_T1
8880,research_consortium,standard,GPU_T1
8881,research_consortium,standard,GPU_T1
8882,research_consortium,standard,GPU_T1
8883,managed_account,standard,GPU_T1
8884,cloud_marketplace,standard,GPU_T1
8885,managed_account,standard,GPU_T1
8886,managed_account,standard,GPU_T1
8887,enterprise_client,standard,GPU_T1
8888,cloud_marketplace,standard,GPU_T4
8889,enterprise_client,standard,GPU_T1
8890,internal_research,standard,GPU_T1
8891,enterprise_client,standard,GPU_T1
8892,internal_research,standard,GPU_T1
8893,cloud_marketplace,standard,GPU_T1
8894,cloud_marketplace,standard,GPU_T1
8895,cloud_marketplace,standard,GPU_T1
8896,research_consortium,enterprise,GPU_T1
8897,research_consortium,standard,GPU_T1
8898,cloud_marketplace,standard,GPU_T1
8899,research_consortium,standard,GPU_T1
8900,managed_account,standard,GPU_T1
8901,research_consortium,standard,GPU_T1
8902,cloud_marketplace,standard,GPU_T1
8903,research_consortium,standard,GPU_T1
8904,cloud_marketplace,standard,GPU_T1
8905,cloud_marketplace,standard,GPU_T1
8906,cloud_marketplace,standard,GPU_T4
8907,enterprise_client,standard,GPU_T1
8908,cloud_marketplace,standard,GPU_T1
8909,cloud_marketplace,standard,GPU_T1
8910,cloud_marketplace,standard,GPU_T1
8911,cloud_marketplace,standard,GPU_T1
8912,enterprise_client,standard,GPU_T1
8913,research_consortium,standard,GPU_T1
8914,research_consortium,standard,GPU_T1
8915,cloud_marketplace,standard,GPU_T1
8916,cloud_marketplace,standard,GPU_T1
8917,internal_research,standard,GPU_T1
8918,managed_account,standard,GPU_T1
8919,cloud_marketplace,standard,GPU_T4
8920,managed_account,priority,GPU_T1
8921,enterprise_client,standard,GPU_T1
8922,cloud_marketplace,standard,GPU_T1
8923,cloud_marketplace,standard,GPU_T1
8924,managed_account,standard,GPU_T1
8925,cloud_marketplace,standard,GPU_T8
8926,managed_account,priority,GPU_T4
